iter	Logloss
189	0.04993764877
190	0.04945307732
191	0.04897355556
192	0.04854295731
193	0.04816278934
194	0.04770510674
195	0.04731616497
196	0.04693723679
197	0.04656053543
198	0.04622232437
199	0.04582146645
200	0.04548064232
201	0.04515151024
202	0.04483430862
203	0.04442007065
204	0.04409804344
205	0.04372484207
206	0.04336260319
207	0.04299829483
208	0.04264133453
209	0.04229542732
210	0.04200977802
211	0.04169220924
212	0.04137199402
213	0.04101679802
214	0.04073472023
215	0.04049127579
216	0.04014091492
217	0.03984643936
218	0.0396513319
219	0.03940273285
220	0.03912144899
221	0.03881905794
222	0.03854357243
223	0.03830117702
224	0.03802421331
225	0.0377791214
226	0.03749989986
227	0.0372321105
228	0.03701379299
229	0.03674351692
230	0.03653388023
231	0.03636656284
232	0.03610169411
233	0.03586027622
234	0.03561061382
235	0.03532078266
236	0.03510739326
237	0.03485100985
238	0.03463217735
239	0.03436920166
240	0.03412205219
241	0.03393375397
242	0.03365547419
243	0.03335310936
244	0.03315584183
245	0.03292339802
246	0.03273544788
247	0.03252198696
248	0.03235106945
249	0.03217171192
250	0.03195484638
251	0.03178773403
252	0.03158097029
253	0.03135021687
254	0.03113740444
255	0.03099605322
256	0.03078117371
257	0.03059350014
258	0.03042536974
259	0.03027312756
260	0.03003787279
261	0.02989771843
262	0.02972566605
263	0.02950603247
264	0.02931731462
265	0.02911421776
266	0.02890898705
267	0.0287184906
268	0.02854671478
269	0.02835987329
270	0.02818544149
271	0.02800666332
272	0.0278188467
273	0.02767040014
274	0.02753897429
275	0.0273973465
276	0.02723061562
277	0.02709905386
278	0.02698203802
279	0.02685269117
280	0.02667808056
281	0.026455791
282	0.0263551712
283	0.02622160196
284	0.02609013081
285	0.02597667456
286	0.02582609892
287	0.02569363117
288	0.02554450035
289	0.02539433956
290	0.02524829149
291	0.02504561663
292	0.02491715908
293	0.02480194092
294	0.02466623545
295	0.02452681303
296	0.02440511703
297	0.02427791595
298	0.02414981365
299	0.02403028965
300	0.02390861273
301	0.02377718687
302	0.02366538048
303	0.02353632927
304	0.02342869759
305	0.02331580639
306	0.02320024967
307	0.02311730146
308	0.02299602032
309	0.02287475824
310	0.02274238586
311	0.02268166065
312	0.02253939629
313	0.02240722179
314	0.02230659485
315	0.02216698647
316	0.02202976704
317	0.02193453789
318	0.02181188107
319	0.0217129302
320	0.02161985636
321	0.02152163982
322	0.02140824795
323	0.02131095886
324	0.02121331215
325	0.02109711885
326	0.02098469973
327	0.02089028597
328	0.02081028461
329	0.0207434845
330	0.02064327002
331	0.02054738283
332	0.02044125319
333	0.02035305977
334	0.02025779247
335	0.02015829325
336	0.02007353306
337	0.01997041821
338	0.01986995816
339	0.01975911856
340	0.01966481924
341	0.01956549168
342	0.01945794821
343	0.01935647726
344	0.01929688931
345	0.01919976711
346	0.01909532189
347	0.01901357293
348	0.01890616298
349	0.01882180572
350	0.01873637319
351	0.01864691019
352	0.01854460955
353	0.01844864964
354	0.0183565402
355	0.01828234673
356	0.01821447611
357	0.01814584613
358	0.01805563569
359	0.01796996236
360	0.01789881706
361	0.01782576323
362	0.01775767922
363	0.01769671679
364	0.01761379957
365	0.01752436876
366	0.01745130301
367	0.01735318899
368	0.01728127599
369	0.01720505476
370	0.01714464664
371	0.0170822227
372	0.0170123148
373	0.01694574594
374	0.01687485933
375	0.01680522919
376	0.01672837019
377	0.01666138411
378	0.01659579039
379	0.01651877165
380	0.01644867301
381	0.01637361526
382	0.01629641294
383	0.01622300625
384	0.01616108894
385	0.01607931614
386	0.01600853443
387	0.01593198061
388	0.01586153388
389	0.0158049202
390	0.01575292349
391	0.01568065524
392	0.0156125474
393	0.01555102348
394	0.01546283007
395	0.01541616201
396	0.01535356998
397	0.01531253219
398	0.0152376771
399	0.01519182444
400	0.01513477802
401	0.0150889492
402	0.01503144026
403	0.01496240497
404	0.0149031055
405	0.014856987
406	0.01480938673
407	0.01474861145
408	0.01469055057
409	0.01463628054
410	0.0145523572
411	0.01450231552
412	0.01445151448
413	0.01439253807
414	0.01432370424
415	0.01427234888
416	0.01422916412
417	0.01417870045
418	0.01411403775
419	0.01405761242
420	0.01399263501
421	0.01391992569
422	0.01386788011
423	0.01381047726
424	0.01375586629
425	0.01372225046
426	0.01367583156
427	0.0136276114
428	0.01358678341
429	0.01353260875
430	0.01348900318
431	0.01345340371
432	0.01341622829
433	0.01337163687
434	0.01333430052
435	0.01328326821
436	0.01324341297
437	0.01319641948
438	0.01312089682
439	0.0130672884
440	0.01303267121
441	0.01299608469
442	0.01295184612
443	0.01290892601
444	0.01287174463
445	0.01282021046
446	0.01278534174
447	0.01274186492
448	0.012698524
449	0.01265337229
450	0.01260923862
451	0.01256177902
452	0.01250230551
453	0.0124586761
454	0.01242402554
455	0.01238713026
456	0.01235681295
457	0.01231636524
458	0.01228548527
459	0.01224573493
460	0.01221011877
461	0.01217324257
462	0.01213800669
463	0.01207262397
464	0.01203607559
465	0.01199331522
466	0.01196335316
467	0.01191465139
468	0.01187580347
469	0.0118333292
470	0.01178800941
471	0.01175042391
472	0.01171180487
473	0.01166733265
474	0.01163793564
475	0.01159049749
476	0.01155334473
477	0.01152786016
478	0.0114981246
479	0.01146625519
480	0.01142384887
481	0.01138583422
482	0.01135976315
483	0.01132802367
484	0.01128801465
485	0.01125246286
486	0.01119544744
487	0.01116271019
488	0.01113557458
489	0.01111370325
490	0.01108792067
491	0.01106681824
492	0.01102756977
493	0.01099104404
494	0.01096117973
495	0.01091995001
496	0.01089145899
497	0.01086042047
498	0.01083262205
499	0.01080682635
500	0.01077258825
501	0.01073372006
502	0.01069810629
503	0.01065252066
504	0.0106169486
505	0.01059287548
506	0.01056889534
507	0.01053715706
508	0.01050058007
509	0.01047301292
510	0.0104404676
511	0.01040943146
512	0.01038330078
513	0.01035599828
514	0.01033627868
515	0.01030445218
516	0.01027470469
517	0.01024546862
518	0.01021623611
519	0.01018656373
520	0.0101647377
521	0.0101308465
522	0.01010231256
523	0.0100732398
524	0.01004451275
525	0.01002078295
526	0.009978015423
527	0.009951298237
528	0.009917302132
529	0.009886904955
530	0.009860491753
531	0.009827972651
532	0.009808803797
533	0.009780868292
534	0.009760129452
535	0.009736304283
536	0.009714759588
537	0.009688255787
538	0.009661735296
539	0.009632838368
540	0.009612035751
541	0.009588391185
542	0.009549106359
543	0.009525188804
544	0.009496306777
545	0.009472253919
546	0.009450918436
547	0.009428053498
548	0.00940784514
549	0.009375568628
550	0.009345276356
551	0.009316236377
552	0.009293658733
553	0.009268831611
554	0.009236308932
555	0.009214342237
556	0.009186111689
557	0.009166212082
558	0.009143652916
559	0.00912437439
560	0.009097682238
561	0.009066534042
562	0.009036797285
563	0.00902140677
564	0.008995062113
565	0.008971635699
566	0.008951121569
567	0.00893404007
568	0.008911962509
569	0.008889961243
570	0.008873093128
571	0.008852679133
572	0.008825849295
573	0.008799570799
574	0.008775306344
575	0.008753809333
576	0.008732876778
577	0.008704186678
578	0.008688260317
579	0.008662819862
580	0.008641366959
581	0.008612453938
582	0.008593860865
583	0.008561829329
584	0.008544447422
585	0.008517757058
586	0.008498834372
587	0.008478901386
588	0.008445467353
589	0.008428456783
590	0.008411616087
591	0.008389843106
592	0.008367145658
593	0.008347773552
594	0.008316886425
595	0.008294223547
596	0.008276485801
597	0.008264689445
598	0.008242234588
599	0.008228398561
600	0.008209854364
601	0.008186371326
602	0.008163387775
603	0.008145259023
604	0.008131047487
605	0.008112931252
606	0.008092942238
607	0.008068928719
608	0.008045325279
609	0.008025175333
610	0.008007110357
611	0.00798803091
612	0.007971778512
613	0.007941253185
614	0.007919724584
615	0.00790271163
616	0.007883961201
617	0.007863656282
618	0.007844227552
619	0.007823297977
620	0.007801913023
621	0.00778689146
622	0.007762913108
623	0.007749875188
624	0.007730757594
625	0.007713220716
626	0.00769715786
627	0.007677589655
628	0.007658637166
629	0.007643232346
630	0.007619227171
631	0.007598562837
632	0.007576881647
633	0.007556916475
634	0.007538805008
635	0.007523567677
636	0.00751039505
637	0.007491765022
638	0.007468977571
639	0.007455580235
640	0.007433371544
641	0.007416285276
642	0.007400124073
643	0.007382093072
644	0.007363119125
645	0.007345926762
646	0.007330840826
647	0.007308576107
648	0.007298013568
649	0.007280910015
650	0.007259454727
651	0.007244051099
652	0.007227317691
653	0.00721057415
654	0.007193843126
655	0.007179042697
656	0.007160497904
657	0.007146320343
658	0.007130938768
659	0.007117650509
660	0.007102646828
661	0.007088570595
662	0.007069644928
663	0.007051542997
664	0.007035422325
665	0.007020893097
666	0.007008851171
667	0.006992110014
668	0.00697816968
669	0.006965634823
670	0.00694842577
671	0.006933946013
672	0.006916254163
673	0.006896469593
674	0.00688113451
675	0.006869280934
676	0.006854041219
677	0.0068424052
678	0.006828706264
679	0.006817477942
680	0.006802794337
681	0.006789286137
682	0.006772532463
683	0.006757240295
684	0.006745896935
685	0.006734461784
686	0.006716216803
687	0.006702896357
688	0.006689232588
689	0.00667206943
690	0.006659021378
691	0.006646453738
692	0.006635097861
693	0.006622092724
694	0.006610145569
695	0.006594086885
696	0.006582524776
697	0.006569814682
698	0.00655587256
699	0.006541891098
700	0.006529883742
701	0.006516863108
702	0.006502904296
703	0.006488291025
704	0.006477078199
705	0.006462759972
706	0.006451858878
707	0.006438615322
708	0.006424360275
709	0.006407871246
710	0.00639424324
711	0.006383807063
712	0.006371816397
713	0.006358356476
714	0.006343742013
715	0.006329592466
716	0.006316494942
717	0.006306371689
718	0.006292220354
719	0.006282285452
720	0.006272084713
721	0.006258398294
722	0.006246917248
723	0.006234117746
724	0.006220508814
725	0.006207059622
726	0.006196085215
727	0.00618164897
728	0.006169726253
729	0.006157751083
730	0.006146062613
731	0.006132837534
732	0.006122673154
733	0.006109887958
734	0.006097624302
735	0.006086058021
736	0.006075283289
737	0.006064446568
738	0.006052145362
739	0.006039224267
740	0.006025236845
741	0.006017330885
742	0.00600730598
743	0.005989404917
744	0.005979658365
745	0.005970398188
746	0.005959054232
747	0.005946885347
748	0.005935798883
749	0.005922751427
750	0.005908517838
751	0.005896166563
752	0.005881308317
753	0.005868339539
754	0.005860537887
755	0.005850146413
756	0.00583990097
757	0.005829610825
758	0.005821533203
759	0.005810425282
760	0.005801368356
761	0.005794436932
762	0.005785107017
763	0.005773589611
764	0.005761902928
765	0.005752323866
766	0.005740596056
767	0.005728943348
768	0.005716109276
769	0.00570686996
770	0.005695468783
771	0.005686197281
772	0.005678312778
773	0.005668451786
774	0.005662281513
775	0.005653824806
776	0.005642997026
777	0.005631280541
778	0.005620155931
779	0.005610687733
780	0.00559984684
781	0.005589554906
782	0.005579304099
783	0.005572381616
784	0.005564305186
785	0.005549455881
786	0.005535330772
787	0.005526345968
788	0.005515593886
789	0.005504534245
790	0.005493571162
791	0.00548276782
792	0.005473278761
793	0.005464372039
794	0.005454573035
795	0.005443575978
796	0.005438055992
797	0.00542984128
798	0.005419351459
799	0.005409420133
800	0.005400073528
801	0.005390992165
802	0.005381942987
803	0.005372246504
804	0.005363805294
805	0.005351435542
806	0.005341094732
807	0.005331206322
808	0.005323680639
809	0.005312691331
810	0.005300637484
811	0.00529097259
812	0.005281683207
813	0.005272222161
814	0.005265102983
815	0.005254719853
816	0.005245456696
817	0.005236227512
818	0.005227707624
819	0.005217778683
820	0.00520920217
821	0.005200915337
822	0.005190625787
823	0.00518014431
824	0.005172228217
825	0.005162264705
826	0.005152971745
827	0.005141727924
828	0.005132033825
829	0.005123212337
830	0.005114147663
831	0.005105868578
832	0.005096772909
833	0.005088806748
834	0.005079750419
835	0.00506860137
836	0.005064412355
837	0.005055334568
838	0.005046671629
839	0.005038080215
840	0.005026934147
841	0.005019925833
842	0.005009240508
843	0.004997725785
844	0.004987714589
845	0.004980588555
846	0.004971609712
847	0.004965046644
848	0.004956458509
849	0.004947558939
850	0.004936576486
851	0.00492846638
852	0.004919919968
853	0.004910874963
854	0.004902608097
855	0.00489267379
856	0.004885001779
857	0.004877819419
858	0.004866912067
859	0.004859347343
860	0.004848453403
861	0.004841007292
862	0.004832901657
863	0.004823182821
864	0.0048157233
865	0.004808475375
866	0.004797412753
867	0.004789089262
868	0.004779121578
869	0.004767997265
870	0.004759946764
871	0.004751721919
872	0.004745460153
873	0.004737676382
874	0.004729047418
875	0.00472109735
876	0.004713615775
877	0.004706789255
878	0.004698206186
879	0.004690370858
880	0.004681847095
881	0.004676303267
882	0.004668788016
883	0.004661678076
884	0.004653974771
885	0.004645241499
886	0.004637926221
887	0.004629862607
888	0.004622111619
889	0.004615126252
890	0.004608094394
891	0.004600510895
892	0.004592730403
893	0.004586188197
894	0.004579576254
895	0.004572636485
896	0.004564874768
897	0.00455658257
898	0.004549022317
899	0.004542335868
900	0.004535914063
901	0.004528363645
902	0.004521520436
903	0.004514701366
904	0.004507636726
905	0.004500245452
906	0.004491585791
907	0.004483363628
908	0.004476546049
909	0.004469708204
910	0.004462606907
911	0.004455996156
912	0.004448829889
913	0.004439377785
914	0.00443239063
915	0.004426358938
916	0.004419456422
917	0.004412675798
918	0.004405965805
919	0.004396790564
920	0.004390263557
921	0.004383628666
922	0.004378618002
923	0.004371710718
924	0.004364601672
925	0.004358460903
926	0.004353088737
927	0.004346535206
928	0.004341342449
929	0.00433464855
930	0.004327018261
931	0.004318388999
932	0.004310923815
933	0.004304864407
934	0.00429849714
935	0.004291167259
936	0.004285531342
937	0.004277252555
938	0.004270744324
939	0.004264213145
940	0.004256906509
941	0.004250800014
942	0.004239529967
943	0.00423204124
944	0.004223465025
945	0.004215154052
946	0.004207880497
947	0.004199695587
948	0.00419213593
949	0.004184161723
950	0.004178184271
951	0.004170236588
952	0.004163113236
953	0.004157035351
954	0.004151682854
955	0.004145228267
956	0.004136673808
957	0.004129300714
958	0.004122027755
959	0.004116662741
960	0.004110155702
961	0.004104465544
962	0.00409783721
963	0.004091717601
964	0.004085077643
965	0.004079274833
966	0.004072991908
967	0.00406745851
968	0.004061234891
969	0.004053825736
970	0.004047302306
971	0.00404137224
972	0.004035499096
973	0.004030928016
974	0.004024087191
975	0.004017872512
976	0.00401209414
977	0.004005191922
978	0.003998915553
979	0.003993552923
980	0.003987334371
981	0.003981823921
982	0.003976415098
983	0.003966812789
984	0.00396029681
985	0.003955169916
986	0.003949798942
987	0.003944334984
988	0.003940669894
989	0.003935361207
990	0.003928627074
991	0.003922698498
992	0.003917180896
993	0.00391104579
994	0.003905683458
995	0.003900932074
996	0.003895886838
997	0.003888498545
998	0.00388317585
999	0.003876122236
